x,pollutant_concentration,oxygen_concentration
95.5,7.3389e-07,12
95.6,7.21759e-07,12
95.7,7.0983e-07,12
95.8,6.98097e-07,12
95.9,6.86559e-07,12
96,6.75211e-07,12
96.1,6.64051e-07,12
96.2,6.53075e-07,12
96.3,6.42281e-07,12
96.4,6.31665e-07,12
96.5,6.21224e-07,12
96.6,6.10956e-07,12
96.7,6.00858e-07,12
96.8,5.90927e-07,12
96.9,5.8116e-07,12
97,5.71554e-07,12
97.1,5.62107e-07,12
97.2,5.52816e-07,12
97.3,5.43679e-07,12
97.4,5.34693e-07,12
97.5,5.25855e-07,12
97.6,5.17163e-07,12
97.7,5.08615e-07,12
97.8,5.00209e-07,12
97.9,4.91941e-07,12
98,4.8381e-07,12
98.1,4.75813e-07,12
98.2,4.67949e-07,12
98.3,4.60214e-07,12
98.4,4.52608e-07,12
98.5,4.45127e-07,12
98.6,4.37769e-07,12
98.7,4.30534e-07,12
98.8,4.23417e-07,12
98.9,4.16419e-07,12
99,4.09536e-07,12
99.1,4.02767e-07,12
99.2,3.9611e-07,12
99.3,3.89563e-07,12
99.4,3.83124e-07,12
99.5,3.76791e-07,12
99.6,3.70564e-07,12
99.7,3.64439e-07,12
99.8,3.58415e-07,12
99.9,3.52491e-07,12
100,3.46665e-07,12
100.1,3.40935e-07,12
100.2,3.353e-07,12
100.3,3.29758e-07,12
100.4,3.24307e-07,12
100.5,3.18947e-07,12
100.6,3.13675e-07,12
100.7,3.08491e-07,12
100.8,3.03392e-07,12
100.9,2.98377e-07,12
101,2.93446e-07,12
101.1,2.88595e-07,12
101.2,2.83825e-07,12
101.3,2.79134e-07,12
101.4,2.7452e-07,12
101.5,2.69983e-07,12
101.6,2.6552e-07,12
101.7,2.61132e-07,12
101.8,2.56816e-07,12
101.9,2.52571e-07,12
102,2.48396e-07,12
102.1,2.44291e-07,12
102.2,2.40253e-07,12
102.3,2.36282e-07,12
102.4,2.32376e-07,12
102.5,2.28536e-07,12
102.6,2.24758e-07,12
102.7,2.21043e-07,12
102.8,2.1739e-07,12
102.9,2.13797e-07,12
103,2.10263e-07,12
103.1,2.06788e-07,12
103.2,2.0337e-07,12
103.3,2.00008e-07,12
103.4,1.96702e-07,12
103.5,1.93451e-07,12
103.6,1.90254e-07,12
103.7,1.87109e-07,12
103.8,1.84016e-07,12
103.9,1.80975e-07,12
104,1.77984e-07,12
104.1,1.75042e-07,12
104.2,1.72149e-07,12
104.3,1.69303e-07,12
104.4,1.66505e-07,12
104.5,1.63753e-07,12
104.6,1.61046e-07,12
104.7,1.58384e-07,12
104.8,1.55767e-07,12
104.9,1.53192e-07,12
105,1.5066e-07,12
105.1,1.4817e-07,12
105.2,1.45721e-07,12
105.3,1.43312e-07,12
105.4,1.40943e-07,12
105.5,1.38614e-07,12
105.6,1.36323e-07,12
105.7,1.3407e-07,12
105.8,1.31854e-07,12
105.9,1.29674e-07,12
106,1.27531e-07,12
106.1,1.25423e-07,12
106.2,1.2335e-07,12
106.3,1.21311e-07,12
106.4,1.19306e-07,12
106.5,1.17334e-07,12
106.6,1.15395e-07,12
106.7,1.13487e-07,12
106.8,1.11612e-07,12
106.9,1.09767e-07,12
107,1.07953e-07,12
107.1,1.06168e-07,12
107.2,1.04413e-07,12
107.3,1.02688e-07,12
107.4,1.0099e-07,12
107.5,9.93212e-08,12
107.6,9.76795e-08,12
107.7,9.6065e-08,12
107.8,9.44772e-08,12
107.9,9.29156e-08,12
108,9.13799e-08,12
108.1,8.98695e-08,12
108.2,8.83841e-08,12
108.3,8.69232e-08,12
108.4,8.54865e-08,12
108.5,8.40735e-08,12
108.6,8.26839e-08,12
108.7,8.13173e-08,12
108.8,7.99732e-08,12
108.9,7.86514e-08,12
109,7.73514e-08,12
109.1,7.60729e-08,12
109.2,7.48155e-08,12
109.3,7.35789e-08,12
109.4,7.23628e-08,12
109.5,7.11667e-08,12
109.6,6.99904e-08,12
109.7,6.88336e-08,12
109.8,6.76959e-08,12
109.9,6.6577e-08,12
110,6.54765e-08,12
110.1,6.43943e-08,12
110.2,6.333e-08,12
110.3,6.22832e-08,12
110.4,6.12538e-08,12
110.5,6.02413e-08,12
110.6,5.92456e-08,12
110.7,5.82664e-08,12
110.8,5.73033e-08,12
110.9,5.63562e-08,12
111,5.54247e-08,12
111.1,5.45086e-08,12
111.2,5.36077e-08,12
111.3,5.27216e-08,12
111.4,5.18502e-08,12
111.5,5.09932e-08,12
111.6,5.01503e-08,12
111.7,4.93214e-08,12
111.8,4.85062e-08,12
111.9,4.77045e-08,12
112,4.6916e-08,12
112.1,4.61405e-08,12
112.2,4.53779e-08,12
112.3,4.46279e-08,12
112.4,4.38902e-08,12
112.5,4.31648e-08,12
112.6,4.24513e-08,12
112.7,4.17497e-08,12
112.8,4.10596e-08,12
112.9,4.0381e-08,12
113,3.97135e-08,12
113.1,3.90571e-08,12
113.2,3.84116e-08,12
113.3,3.77767e-08,12
113.4,3.71523e-08,12
113.5,3.65382e-08,12
113.6,3.59343e-08,12
113.7,3.53403e-08,12
113.8,3.47562e-08,12
113.9,3.41818e-08,12
114,3.36168e-08,12
114.1,3.30611e-08,12
114.2,3.25147e-08,12
114.3,3.19773e-08,12
114.4,3.14487e-08,12
114.5,3.09289e-08,12
114.6,3.04177e-08,12
114.7,2.9915e-08,12
114.8,2.94205e-08,12
114.9,2.89342e-08,12
115,2.8456e-08,12
115.1,2.79857e-08,12
115.2,2.75231e-08,12
115.3,2.70682e-08,12
115.4,2.66208e-08,12
115.5,2.61808e-08,12
115.6,2.5748e-08,12
115.7,2.53225e-08,12
115.8,2.49039e-08,12
115.9,2.44923e-08,12
116,2.40875e-08,12
116.1,2.36893e-08,12
116.2,2.32978e-08,12
116.3,2.29127e-08,12
116.4,2.2534e-08,12
116.5,2.21615e-08,12
116.6,2.17952e-08,12
116.7,2.1435e-08,12
116.8,2.10807e-08,12
116.9,2.07323e-08,12
117,2.03896e-08,12
117.1,2.00526e-08,12
117.2,1.97212e-08,12
117.3,1.93952e-08,12
117.4,1.90746e-08,12
117.5,1.87593e-08,12
117.6,1.84493e-08,12
117.7,1.81443e-08,12
117.8,1.78444e-08,12
117.9,1.75495e-08,12
118,1.72594e-08,12
118.1,1.69742e-08,12
118.2,1.66936e-08,12
118.3,1.64177e-08,12
118.4,1.61463e-08,12
118.5,1.58794e-08,12
118.6,1.5617e-08,12
118.7,1.53589e-08,12
118.8,1.5105e-08,12
118.9,1.48553e-08,12
119,1.46098e-08,12
119.1,1.43683e-08,12
119.2,1.41308e-08,12
119.3,1.38973e-08,12
119.4,1.36676e-08,12
119.5,1.34417e-08,12
119.6,1.32195e-08,12
119.7,1.3001e-08,12
119.8,1.27861e-08,12
119.9,1.25748e-08,12
120,1.23669e-08,12
